group	x	y
2	1	1
2	0.982142857142857	1
2	0.946428571428571	1
2	0.857142857142857	1
2	0.839285714285714	1
2	0.732142857142857	1
2	0.642857142857143	1
2	0.589285714285714	1
2	0.482142857142857	1
2	0.428571428571429	1
2	0.375	1
2	0.339285714285714	1
2	0.267857142857143	1
2	0.25	1
2	0.232142857142857	1
2	0.214285714285714	1
2	0.196428571428571	1
2	0.178571428571429	1
2	0.160714285714286	1
2	0.142857142857143	1
2	0.0892857142857143	1
2	0.0714285714285714	1
2	0.0535714285714286	1
2	0.0357142857142857	1
2	0.0178571428571429	1
2	0	1
2	0	0.972222222222222
2	0	0.944444444444444
2	0	0.888888888888889
2	0.0178571428571429	0.833333333333333
2	0.0357142857142857	0.777777777777778
2	0.0357142857142857	0.75
2	0.0535714285714286	0.694444444444445
2	0.0714285714285714	0.638888888888889
2	0.0714285714285714	0.527777777777778
2	0.0892857142857143	0.472222222222222
2	0.0892857142857143	0.444444444444444
2	0.0892857142857143	0.416666666666667
2	0.107142857142857	0.361111111111111
2	0.107142857142857	0.333333333333333
2	0.107142857142857	0.277777777777778
2	0.107142857142857	0.25
2	0.107142857142857	0.222222222222222
2	0.142857142857143	0.194444444444444
2	0.178571428571429	0.166666666666667
2	0.214285714285714	0.138888888888889
2	0.25	0.111111111111111
2	0.25	0.0833333333333333
2	0.285714285714286	0.0555555555555556
2	0.285714285714286	0.0277777777777778
2	0.321428571428571	0
2	0.267857142857143	0
2	0.214285714285714	0
2	0.160714285714286	0
2	0.107142857142857	0
2	0.0535714285714286	0
2	0	0
1	1	1
1	0.982142857142857	1
1	0.946428571428571	1
1	0.857142857142857	1
1	0.839285714285714	1
1	0.732142857142857	1
1	0.642857142857143	1
1	0.589285714285714	1
1	0.482142857142857	1
1	0.428571428571429	1
1	0.375	1
1	0.339285714285714	1
1	0.267857142857143	1
1	0.25	1
1	0.232142857142857	1
1	0.214285714285714	1
1	0.196428571428571	1
1	0.178571428571429	1
1	0.160714285714286	1
1	0.142857142857143	1
1	0.0892857142857143	1
1	0.0714285714285714	1
1	0.0535714285714286	1
1	0.0357142857142857	1
1	0.0178571428571429	1
1	0	1
1	0	0.972222222222222
1	0	0.944444444444444
1	0	0.888888888888889
1	0.0178571428571429	0.833333333333333
1	0.0357142857142857	0.777777777777778
1	0.0357142857142857	0.75
1	0.0535714285714286	0.694444444444445
1	0.0714285714285714	0.638888888888889
1	0.0714285714285714	0.527777777777778
1	0.0892857142857143	0.472222222222222
1	0.0892857142857143	0.444444444444444
1	0.0892857142857143	0.416666666666667
1	0.107142857142857	0.361111111111111
1	0.107142857142857	0.333333333333333
1	0.107142857142857	0.277777777777778
1	0.107142857142857	0.25
1	0.107142857142857	0.222222222222222
1	0.142857142857143	0.194444444444444
1	0.178571428571429	0.166666666666667
1	0.214285714285714	0.138888888888889
1	0.25	0.111111111111111
1	0.25	0.0833333333333333
1	0.285714285714286	0.0555555555555556
1	0.285714285714286	0.0277777777777778
1	0.321428571428571	0
1	0.267857142857143	0
1	0.214285714285714	0
1	0.160714285714286	0
1	0.107142857142857	0
1	0.0535714285714286	0
1	0	0
