group	x	y
2	1	1
2	0.988888888888889	1
2	0.986111111111111	1
2	0.983333333333333	1
2	0.980555555555556	1
2	0.977777777777778	1
2	0.975	1
2	0.972222222222222	1
2	0.963888888888889	1
2	0.961111111111111	1
2	0.952777777777778	1
2	0.95	1
2	0.938888888888889	1
2	0.930555555555556	1
2	0.922222222222222	1
2	0.902777777777778	1
2	0.875	1
2	0.872222222222222	1
2	0.861111111111111	1
2	0.858333333333333	1
2	0.827777777777778	1
2	0.808333333333333	1
2	0.802777777777778	1
2	0.794444444444444	1
2	0.777777777777778	1
2	0.769444444444445	1
2	0.741666666666667	1
2	0.736111111111111	1
2	0.733333333333333	1
2	0.716666666666667	1
2	0.708333333333333	1
2	0.694444444444445	1
2	0.669444444444444	1
2	0.65	1
2	0.613888888888889	1
2	0.611111111111111	1
2	0.597222222222222	1
2	0.588888888888889	1
2	0.583333333333333	1
2	0.580555555555556	1
2	0.561111111111111	1
2	0.558333333333333	1
2	0.55	1
2	0.547222222222222	1
2	0.541666666666667	1
2	0.530555555555556	1
2	0.513888888888889	1
2	0.511111111111111	1
2	0.516666666666667	1
2	0.513888888888889	1
2	0.5	1
2	0.491666666666667	1
2	0.486111111111111	1
2	0.477777777777778	1
2	0.444444444444444	1
2	0.425	1
2	0.416666666666667	1
2	0.383333333333333	1
2	0.372222222222222	1
2	0.375	1
2	0.372222222222222	1
2	0.369444444444444	1
2	0.358333333333333	1
2	0.355555555555556	1
2	0.341666666666667	1
2	0.336111111111111	1
2	0.333333333333333	1
2	0.311111111111111	1
2	0.308333333333333	1
2	0.302777777777778	1
2	0.294444444444444	1
2	0.291666666666667	1
2	0.269444444444444	1
2	0.255555555555556	1
2	0.252777777777778	1
2	0.25	1
2	0.247222222222222	1
2	0.244444444444444	1
2	0.238888888888889	1
2	0.236111111111111	1
2	0.219444444444444	1
2	0.191666666666667	1
2	0.188888888888889	1
2	0.180555555555556	1
2	0.175	1
2	0.172222222222222	1
2	0.169444444444444	1
2	0.166666666666667	1
2	0.161111111111111	1
2	0.158333333333333	1
2	0.161111111111111	1
2	0.155555555555556	1
2	0.125	1
2	0.119444444444444	1
2	0.116666666666667	1
2	0.0972222222222222	1
2	0.0944444444444444	1
2	0.0916666666666667	1
2	0.0888888888888889	1
2	0.0777777777777778	1
2	0.075	1
2	0.0722222222222222	1
2	0.0694444444444445	1
2	0.0666666666666667	1
2	0.0638888888888889	1
2	0.0611111111111111	1
2	0.05	1
2	0.0472222222222222	1
2	0.0472222222222222	0.989130434782609
2	0.0166666666666667	1
2	0.0138888888888889	1
2	0.0138888888888889	0.989130434782609
2	0.0138888888888889	0.967391304347826
2	0.0166666666666667	0.945652173913043
2	0.0166666666666667	0.923913043478261
2	0.0222222222222222	0.902173913043478
2	0.0166666666666667	0.902173913043478
2	0.0166666666666667	0.880434782608696
2	0.0166666666666667	0.858695652173913
2	0.0166666666666667	0.847826086956522
2	0.0166666666666667	0.826086956521739
2	0.0166666666666667	0.804347826086957
2	0.0166666666666667	0.782608695652174
2	0.0166666666666667	0.760869565217391
2	0.0166666666666667	0.739130434782609
2	0.0166666666666667	0.717391304347826
2	0.0166666666666667	0.695652173913044
2	0.0194444444444444	0.673913043478261
2	0.0194444444444444	0.652173913043478
2	0.0194444444444444	0.641304347826087
2	0.0194444444444444	0.619565217391304
2	0.0111111111111111	0.597826086956522
2	0.0111111111111111	0.576086956521739
2	0.0111111111111111	0.554347826086957
2	0.00833333333333333	0.521739130434783
2	0.00833333333333333	0.478260869565217
2	0.00833333333333333	0.456521739130435
2	0.00833333333333333	0.445652173913043
2	0	0.445652173913043
2	0	0.434782608695652
2	0	0.41304347826087
2	0	0.402173913043478
2	0	0.380434782608696
2	0	0.33695652173913
2	0	0.315217391304348
2	0	0.293478260869565
2	0	0.282608695652174
2	0	0.271739130434783
2	0	0.260869565217391
2	0	0.25
2	0	0.239130434782609
2	0	0.228260869565217
2	0	0.206521739130435
2	0	0.195652173913043
2	0	0.184782608695652
2	0	0.152173913043478
2	0	0.119565217391304
2	0	0.108695652173913
2	0	0.0978260869565217
2	0	0.0869565217391304
2	0	0.0543478260869565
2	0	0.0434782608695652
2	0	0.0108695652173913
2	0	0
1	1	1
1	0.988888888888889	1
1	0.986111111111111	1
1	0.983333333333333	1
1	0.980555555555556	1
1	0.977777777777778	1
1	0.975	1
1	0.972222222222222	1
1	0.963888888888889	1
1	0.961111111111111	1
1	0.958333333333333	1
1	0.947222222222222	1
1	0.938888888888889	1
1	0.930555555555556	1
1	0.911111111111111	1
1	0.902777777777778	1
1	0.875	1
1	0.872222222222222	1
1	0.861111111111111	1
1	0.858333333333333	1
1	0.827777777777778	1
1	0.808333333333333	1
1	0.8	1
1	0.783333333333333	1
1	0.777777777777778	1
1	0.769444444444445	1
1	0.741666666666667	1
1	0.736111111111111	1
1	0.733333333333333	1
1	0.716666666666667	1
1	0.702777777777778	1
1	0.677777777777778	1
1	0.658333333333333	1
1	0.622222222222222	1
1	0.619444444444445	1
