group	x	y	PANEL
1	-11.5675965052519	180	1
1	-4.50120383415133	179	1
1	-4.18934062167541	178	1
1	-4.12962343941383	177	1
1	-4.10157491322612	176	1
1	-4.08374328862907	174	1
1	-4.06164152635125	173	1
1	-3.87622570043033	171	1
1	-3.62599464041938	168	1
1	-3.49896828213033	163	1
1	-3.45044971903322	162	1
1	-3.39843058523233	160	1
1	-3.32525187862897	151	1
1	-3.27937779342191	145	1
1	-3.24819810547105	143	1
1	-3.22627839405228	142	1
1	-3.13460650264156	135	1
1	-2.99579041641007	129	1
1	-2.93611764197268	124	1
1	-2.93031170670784	119	1
1	-2.86204325393391	110	1
1	-2.78353157825428	109	1
1	-2.68230462466094	100	1
1	-2.48327330100151	99	1
1	-2.36499514388345	92	1
1	-2.34169226297585	89	1
1	-2.31726271196258	86	1
1	-2.27632512004583	78	1
1	-2.23744298241841	75	1
1	-2.20246665023448	70	1
1	-2.17365206727998	67	1
1	-2.17074350516473	63	1
1	-2.09669721258395	58	1
1	-1.94833517445667	55	1
1	-1.87169977484008	49	1
1	-1.84196130436821	47	1
1	-1.77076686747747	46	1
1	-1.69072154571159	44	1
1	-1.62594275634841	43	1
1	-1.56204145739065	42	1
1	-1.5082901758389	41	1
1	-1.44501435367157	40	1
1	-1.32059570889679	35	1
1	-1.23944099773656	33	1
1	-1.13103631626045	29	1
1	-1.01945224278322	28	1
1	-0.992124985364494	27	1
1	-0.947858228733414	24	1
1	-0.906459978739862	23	1
1	-0.875883890421632	22	1
1	-0.828783936788602	21	1
1	-0.781638968484299	20	1
1	-0.768620395495237	19	1
1	-0.738277825209282	18	1
1	-0.703311516557977	17	1
1	-0.632402384361561	16	1
1	-0.560207897384629	15	1
1	-0.533427690914011	12	1
1	-0.458447968844027	12	1
1	-0.393210624447232	11	1
1	-0.257617315642821	10	1
1	-0.108381787641329	9	1
1	-0.0774666692838939	8	1
1	-0.0529073148821335	7	1
1	-0.031235474334486	5	1
1	0.209348420735231	4	1
1	0.445847052964453	3	1
1	0.481182637944506	3	1
1	0.539960735009752	3	1
1	0.565424340194446	3	1
1	0.580441125532453	3	1
1	0.645647991388886	3	1
1	0.703311516557978	3	1
1	0.735567520173841	3	1
1	0.764831562485163	2	1
1	0.768620395495237	2	1
1	0.79281487545244	2	1
1	0.83397610072883	2	1
1	0.85630727044139	2	1
1	0.862291013469303	2	1
1	0.864117616604756	2	1
1	0.876012646947914	2	1
1	0.906459978739863	2	1
1	0.940033895497768	2	1
1	0.984300652128848	2	1
1	1.01945224278322	2	1
1	1.02915738670866	2	1
1	1.09837986398001	2	1
1	1.19499465085065	0	1
1	1.25534961147715	0	1
1	1.324390285466	0	1
1	1.40745454740516	6	1
1	1.45719440218365	6	1
1	1.47968583944772	6	1
1	1.51117978247205	6	1
1	1.53194974883345	6	1
1	1.57834369543101	6	1
1	1.62245935122465	6	1
1	1.65971967537988	6	1
1	1.69730138336294	6	1
1	1.72793612123783	6	1
1	1.83495829285697	6	1
1	1.93906672174618	6	1
1	1.96526332824756	6	1
1	1.9816677406603	6	1
1	2.0421184372759	6	1
1	2.11036245245557	6	1
1	2.27215496243673	6	1
1	20.7195266102907	0	1
2	-11.5675965052519	0	1
