xmin	xmax	key	clickSelects.variable	clickSelects.value	showSelected.variable	showSelected.value	PANEL	group
-10.1	-9.9	1	mid.thresh	-10	mid.thresh	-10	1	4126
-9.9	-9.7	-9.8 -10	mid.thresh	-9.8	mid.thresh	-10	1	3685
-9.7	-9.5	-9.6 -10	mid.thresh	-9.6	mid.thresh	-10	1	3610
-9.5	-9.3	-9.4 -10	mid.thresh	-9.4	mid.thresh	-10	1	3535
-9.3	-9.1	-9.2 -10	mid.thresh	-9.2	mid.thresh	-10	1	3460
-9.1	-8.9	-9 -10	mid.thresh	-9	mid.thresh	-10	1	3385
-8.9	-8.7	-8.8 -10	mid.thresh	-8.8	mid.thresh	-10	1	3310
-8.7	-8.5	-8.6 -10	mid.thresh	-8.6	mid.thresh	-10	1	3235
-8.5	-8.3	-8.4 -10	mid.thresh	-8.4	mid.thresh	-10	1	3160
-8.3	-8.1	-8.2 -10	mid.thresh	-8.2	mid.thresh	-10	1	3085
-8.1	-7.9	-8 -10	mid.thresh	-8	mid.thresh	-10	1	3010
-7.9	-7.7	-7.8 -10	mid.thresh	-7.8	mid.thresh	-10	1	2935
-7.7	-7.5	-7.6 -10	mid.thresh	-7.6	mid.thresh	-10	1	2860
-7.5	-7.3	-7.4 -10	mid.thresh	-7.4	mid.thresh	-10	1	2785
-7.3	-7.1	-7.2 -10	mid.thresh	-7.2	mid.thresh	-10	1	2710
-7.1	-6.9	-7 -10	mid.thresh	-7	mid.thresh	-10	1	2635
-6.9	-6.7	-6.8 -10	mid.thresh	-6.8	mid.thresh	-10	1	2560
-6.7	-6.5	-6.6 -10	mid.thresh	-6.6	mid.thresh	-10	1	2485
-6.5	-6.3	-6.4 -10	mid.thresh	-6.4	mid.thresh	-10	1	2410
-6.3	-6.1	-6.2 -10	mid.thresh	-6.2	mid.thresh	-10	1	2335
-6.1	-5.9	-6 -10	mid.thresh	-6	mid.thresh	-10	1	2260
-5.9	-5.7	-5.8 -10	mid.thresh	-5.8	mid.thresh	-10	1	2185
-5.7	-5.5	-5.6 -10	mid.thresh	-5.6	mid.thresh	-10	1	2110
-5.5	-5.3	-5.4 -10	mid.thresh	-5.4	mid.thresh	-10	1	2035
-5.3	-5.1	-5.2 -10	mid.thresh	-5.2	mid.thresh	-10	1	1960
-5.1	-4.9	-5 -10	mid.thresh	-5	mid.thresh	-10	1	1885
-4.9	-4.7	-4.8 -10	mid.thresh	-4.8	mid.thresh	-10	1	1810
-4.7	-4.5	-4.6 -10	mid.thresh	-4.6	mid.thresh	-10	1	1735
-4.5	-4.3	-4.4 -10	mid.thresh	-4.4	mid.thresh	-10	1	1660
-4.3	-4.1	-4.2 -10	mid.thresh	-4.2	mid.thresh	-10	1	1585
-4.1	-3.9	-4 -10	mid.thresh	-4	mid.thresh	-10	1	1510
-3.9	-3.7	-3.8 -10	mid.thresh	-3.8	mid.thresh	-10	1	1435
-3.7	-3.5	-3.6 -10	mid.thresh	-3.6	mid.thresh	-10	1	1360
-3.5	-3.3	-3.4 -10	mid.thresh	-3.4	mid.thresh	-10	1	1285
-3.3	-3.1	-3.2 -10	mid.thresh	-3.2	mid.thresh	-10	1	1210
-3.1	-2.9	-3 -10	mid.thresh	-3	mid.thresh	-10	1	1135
-2.9	-2.7	-2.8 -10	mid.thresh	-2.8	mid.thresh	-10	1	1060
-2.7	-2.5	-2.6 -10	mid.thresh	-2.6	mid.thresh	-10	1	985
-2.5	-2.3	-2.4 -10	mid.thresh	-2.4	mid.thresh	-10	1	910
-2.3	-2.1	-2.2 -10	mid.thresh	-2.2	mid.thresh	-10	1	835
-2.1	-1.9	-2 -10	mid.thresh	-2	mid.thresh	-10	1	760
-1.9	-1.7	-1.8 -10	mid.thresh	-1.8	mid.thresh	-10	1	609
-1.7	-1.5	-1.6 -10	mid.thresh	-1.6	mid.thresh	-10	1	534
-1.5	-1.3	-1.4 -10	mid.thresh	-1.4	mid.thresh	-10	1	459
-1.3	-1.1	-1.2 -10	mid.thresh	-1.2	mid.thresh	-10	1	384
-1.1	-0.9	-1 -10	mid.thresh	-1	mid.thresh	-10	1	309
-0.9	-0.699999999999999	-0.799999999999999 -10	mid.thresh	-0.799999999999999	mid.thresh	-10	1	234
-0.699999999999999	-0.499999999999999	-0.6 -10	mid.thresh	-0.6	mid.thresh	-10	1	159
-0.499999999999999	-0.299999999999999	-0.399999999999999 -10	mid.thresh	-0.399999999999999	mid.thresh	-10	1	84
-0.299999999999999	-0.0999999999999996	-0.199999999999999 -10	mid.thresh	-0.199999999999999	mid.thresh	-10	1	9
-0.0999999999999996	0.100000000000001	0 -10	mid.thresh	0	mid.thresh	-10	1	3760
0.100000000000001	0.300000000000001	0.200000000000001 -10	mid.thresh	0.200000000000001	mid.thresh	-10	1	3835
0.300000000000001	0.500000000000001	0.4 -10	mid.thresh	0.4	mid.thresh	-10	1	3910
0.500000000000001	0.700000000000001	0.600000000000001 -10	mid.thresh	0.600000000000001	mid.thresh	-10	1	3985
0.700000000000001	0.9	0.800000000000001 -10	mid.thresh	0.800000000000001	mid.thresh	-10	1	4060
0.9	1.1	1 -10	mid.thresh	1	mid.thresh	-10	1	4136
1.1	1.3	1.2 -10	mid.thresh	1.2	mid.thresh	-10	1	4211
1.3	1.5	1.4 -10	mid.thresh	1.4	mid.thresh	-10	1	4286
1.5	1.7	1.6 -10	mid.thresh	1.6	mid.thresh	-10	1	4361
1.7	1.9	1.8 -10	mid.thresh	1.8	mid.thresh	-10	1	4436
1.9	2.1	2 -10	mid.thresh	2	mid.thresh	-10	1	4511
2.1	2.3	2.2 -10	mid.thresh	2.2	mid.thresh	-10	1	4586
2.3	2.5	2.4 -10	mid.thresh	2.4	mid.thresh	-10	1	4661
2.5	2.7	2.6 -10	mid.thresh	2.6	mid.thresh	-10	1	4736
2.7	2.9	2.8 -10	mid.thresh	2.8	mid.thresh	-10	1	4811
2.9	3.1	3 -10	mid.thresh	3	mid.thresh	-10	1	4886
3.1	3.3	3.2 -10	mid.thresh	3.2	mid.thresh	-10	1	4961
3.3	3.5	3.4 -10	mid.thresh	3.4	mid.thresh	-10	1	5036
3.5	3.7	3.6 -10	mid.thresh	3.6	mid.thresh	-10	1	5111
3.7	3.9	3.8 -10	mid.thresh	3.8	mid.thresh	-10	1	5186
3.9	4.1	4 -10	mid.thresh	4	mid.thresh	-10	1	5261
4.1	4.3	4.2 -10	mid.thresh	4.2	mid.thresh	-10	1	5336
4.3	4.5	4.4 -10	mid.thresh	4.4	mid.thresh	-10	1	5411
4.5	4.7	4.6 -10	mid.thresh	4.6	mid.thresh	-10	1	5486
4.7	4.9	4.8 -10	mid.thresh	4.8	mid.thresh	-10	1	5561
4.9	5.1	5 -10	mid.thresh	5	mid.thresh	-10	1	5636
-10.1	-9.9	-10 -9.8	mid.thresh	-10	mid.thresh	-9.8	1	724
-9.9	-9.7	1	mid.thresh	-9.8	mid.thresh	-9.8	1	4126
-9.7	-9.5	-9.6 -9.8	mid.thresh	-9.6	mid.thresh	-9.8	1	3649
-9.5	-9.3	-9.4 -9.8	mid.thresh	-9.4	mid.thresh	-9.8	1	3574
-9.3	-9.1	-9.2 -9.8	mid.thresh	-9.2	mid.thresh	-9.8	1	3499
-9.1	-8.9	-9 -9.8	mid.thresh	-9	mid.thresh	-9.8	1	3424
-8.9	-8.7	-8.8 -9.8	mid.thresh	-8.8	mid.thresh	-9.8	1	3349
-8.7	-8.5	-8.6 -9.8	mid.thresh	-8.6	mid.thresh	-9.8	1	3274
-8.5	-8.3	-8.4 -9.8	mid.thresh	-8.4	mid.thresh	-9.8	1	3199
-8.3	-8.1	-8.2 -9.8	mid.thresh	-8.2	mid.thresh	-9.8	1	3124
-8.1	-7.9	-8 -9.8	mid.thresh	-8	mid.thresh	-9.8	1	3049
-7.9	-7.7	-7.8 -9.8	mid.thresh	-7.8	mid.thresh	-9.8	1	2974
-7.7	-7.5	-7.6 -9.8	mid.thresh	-7.6	mid.thresh	-9.8	1	2899
-7.5	-7.3	-7.4 -9.8	mid.thresh	-7.4	mid.thresh	-9.8	1	2824
-7.3	-7.1	-7.2 -9.8	mid.thresh	-7.2	mid.thresh	-9.8	1	2749
-7.1	-6.9	-7 -9.8	mid.thresh	-7	mid.thresh	-9.8	1	2674
-6.9	-6.7	-6.8 -9.8	mid.thresh	-6.8	mid.thresh	-9.8	1	2599
-6.7	-6.5	-6.6 -9.8	mid.thresh	-6.6	mid.thresh	-9.8	1	2524
-6.5	-6.3	-6.4 -9.8	mid.thresh	-6.4	mid.thresh	-9.8	1	2449
-6.3	-6.1	-6.2 -9.8	mid.thresh	-6.2	mid.thresh	-9.8	1	2374
-6.1	-5.9	-6 -9.8	mid.thresh	-6	mid.thresh	-9.8	1	2299
-5.9	-5.7	-5.8 -9.8	mid.thresh	-5.8	mid.thresh	-9.8	1	2224
-5.7	-5.5	-5.6 -9.8	mid.thresh	-5.6	mid.thresh	-9.8	1	2149
-5.5	-5.3	-5.4 -9.8	mid.thresh	-5.4	mid.thresh	-9.8	1	2074
-5.3	-5.1	-5.2 -9.8	mid.thresh	-5.2	mid.thresh	-9.8	1	1999
-5.1	-4.9	-5 -9.8	mid.thresh	-5	mid.thresh	-9.8	1	1924
-4.9	-4.7	-4.8 -9.8	mid.thresh	-4.8	mid.thresh	-9.8	1	1849
-4.7	-4.5	-4.6 -9.8	mid.thresh	-4.6	mid.thresh	-9.8	1	1774
-4.5	-4.3	-4.4 -9.8	mid.thresh	-4.4	mid.thresh	-9.8	1	1699
-4.3	-4.1	-4.2 -9.8	mid.thresh	-4.2	mid.thresh	-9.8	1	1624
-4.1	-3.9	-4 -9.8	mid.thresh	-4	mid.thresh	-9.8	1	1549
-3.9	-3.7	-3.8 -9.8	mid.thresh	-3.8	mid.thresh	-9.8	1	1474
-3.7	-3.5	-3.6 -9.8	mid.thresh	-3.6	mid.thresh	-9.8	1	1399
-3.5	-3.3	-3.4 -9.8	mid.thresh	-3.4	mid.thresh	-9.8	1	1324
-3.3	-3.1	-3.2 -9.8	mid.thresh	-3.2	mid.thresh	-9.8	1	1249
-3.1	-2.9	-3 -9.8	mid.thresh	-3	mid.thresh	-9.8	1	1174
-2.9	-2.7	-2.8 -9.8	mid.thresh	-2.8	mid.thresh	-9.8	1	1099
-2.7	-2.5	-2.6 -9.8	mid.thresh	-2.6	mid.thresh	-9.8	1	1024
-2.5	-2.3	-2.4 -9.8	mid.thresh	-2.4	mid.thresh	-9.8	1	949
-2.3	-2.1	-2.2 -9.8	mid.thresh	-2.2	mid.thresh	-9.8	1	874
-2.1	-1.9	-2 -9.8	mid.thresh	-2	mid.thresh	-9.8	1	799
-1.9	-1.7	-1.8 -9.8	mid.thresh	-1.8	mid.thresh	-9.8	1	649
-1.7	-1.5	-1.6 -9.8	mid.thresh	-1.6	mid.thresh	-9.8	1	574
-1.5	-1.3	-1.4 -9.8	mid.thresh	-1.4	mid.thresh	-9.8	1	499
-1.3	-1.1	-1.2 -9.8	mid.thresh	-1.2	mid.thresh	-9.8	1	424
-1.1	-0.9	-1 -9.8	mid.thresh	-1	mid.thresh	-9.8	1	349
-0.9	-0.699999999999999	-0.799999999999999 -9.8	mid.thresh	-0.799999999999999	mid.thresh	-9.8	1	274
-0.699999999999999	-0.499999999999999	-0.6 -9.8	mid.thresh	-0.6	mid.thresh	-9.8	1	199
-0.499999999999999	-0.299999999999999	-0.399999999999999 -9.8	mid.thresh	-0.399999999999999	mid.thresh	-9.8	1	124
-0.299999999999999	-0.0999999999999996	-0.199999999999999 -9.8	mid.thresh	-0.199999999999999	mid.thresh	-9.8	1	49
-0.0999999999999996	0.100000000000001	0 -9.8	mid.thresh	0	mid.thresh	-9.8	1	3800
0.100000000000001	0.300000000000001	0.200000000000001 -9.8	mid.thresh	0.200000000000001	mid.thresh	-9.8	1	3875
0.300000000000001	0.500000000000001	0.4 -9.8	mid.thresh	0.4	mid.thresh	-9.8	1	3950
0.500000000000001	0.700000000000001	0.600000000000001 -9.8	mid.thresh	0.600000000000001	mid.thresh	-9.8	1	4025
0.700000000000001	0.9	0.800000000000001 -9.8	mid.thresh	0.800000000000001	mid.thresh	-9.8	1	4100
0.9	1.1	1 -9.8	mid.thresh	1	mid.thresh	-9.8	1	4176
1.1	1.3	1.2 -9.8	mid.thresh	1.2	mid.thresh	-9.8	1	4251
1.3	1.5	1.4 -9.8	mid.thresh	1.4	mid.thresh	-9.8	1	4326
1.5	1.7	1.6 -9.8	mid.thresh	1.6	mid.thresh	-9.8	1	4401
1.7	1.9	1.8 -9.8	mid.thresh	1.8	mid.thresh	-9.8	1	4476
1.9	2.1	2 -9.8	mid.thresh	2	mid.thresh	-9.8	1	4551
2.1	2.3	2.2 -9.8	mid.thresh	2.2	mid.thresh	-9.8	1	4626
2.3	2.5	2.4 -9.8	mid.thresh	2.4	mid.thresh	-9.8	1	4701
2.5	2.7	2.6 -9.8	mid.thresh	2.6	mid.thresh	-9.8	1	4776
2.7	2.9	2.8 -9.8	mid.thresh	2.8	mid.thresh	-9.8	1	4851
2.9	3.1	3 -9.8	mid.thresh	3	mid.thresh	-9.8	1	4926
3.1	3.3	3.2 -9.8	mid.thresh	3.2	mid.thresh	-9.8	1	5001
3.3	3.5	3.4 -9.8	mid.thresh	3.4	mid.thresh	-9.8	1	5076
3.5	3.7	3.6 -9.8	mid.thresh	3.6	mid.thresh	-9.8	1	5151
3.7	3.9	3.8 -9.8	mid.thresh	3.8	mid.thresh	-9.8	1	5226
3.9	4.1	4 -9.8	mid.thresh	4	mid.thresh	-9.8	1	5301
4.1	4.3	4.2 -9.8	mid.thresh	4.2	mid.thresh	-9.8	1	5376
4.3	4.5	4.4 -9.8	mid.thresh	4.4	mid.thresh	-9.8	1	5451
4.5	4.7	4.6 -9.8	mid.thresh	4.6	mid.thresh	-9.8	1	5526
4.7	4.9	4.8 -9.8	mid.thresh	4.8	mid.thresh	-9.8	1	5601
4.9	5.1	5 -9.8	mid.thresh	5	mid.thresh	-9.8	1	5676
-10.1	-9.9	-10 -9.6	mid.thresh	-10	mid.thresh	-9.6	1	723
-9.9	-9.7	-9.8 -9.6	mid.thresh	-9.8	mid.thresh	-9.6	1	3724
-9.7	-9.5	1	mid.thresh	-9.6	mid.thresh	-9.6	1	4126
-9.5	-9.3	-9.4 -9.6	mid.thresh	-9.4	mid.thresh	-9.6	1	3573
-9.3	-9.1	-9.2 -9.6	mid.thresh	-9.2	mid.thresh	-9.6	1	3498
-9.1	-8.9	-9 -9.6	mid.thresh	-9	mid.thresh	-9.6	1	3423
-8.9	-8.7	-8.8 -9.6	mid.thresh	-8.8	mid.thresh	-9.6	1	3348
-8.7	-8.5	-8.6 -9.6	mid.thresh	-8.6	mid.thresh	-9.6	1	3273
-8.5	-8.3	-8.4 -9.6	mid.thresh	-8.4	mid.thresh	-9.6	1	3198
-8.3	-8.1	-8.2 -9.6	mid.thresh	-8.2	mid.thresh	-9.6	1	3123
-8.1	-7.9	-8 -9.6	mid.thresh	-8	mid.thresh	-9.6	1	3048
-7.9	-7.7	-7.8 -9.6	mid.thresh	-7.8	mid.thresh	-9.6	1	2973
-7.7	-7.5	-7.6 -9.6	mid.thresh	-7.6	mid.thresh	-9.6	1	2898
-7.5	-7.3	-7.4 -9.6	mid.thresh	-7.4	mid.thresh	-9.6	1	2823
-7.3	-7.1	-7.2 -9.6	mid.thresh	-7.2	mid.thresh	-9.6	1	2748
-7.1	-6.9	-7 -9.6	mid.thresh	-7	mid.thresh	-9.6	1	2673
-6.9	-6.7	-6.8 -9.6	mid.thresh	-6.8	mid.thresh	-9.6	1	2598
-6.7	-6.5	-6.6 -9.6	mid.thresh	-6.6	mid.thresh	-9.6	1	2523
-6.5	-6.3	-6.4 -9.6	mid.thresh	-6.4	mid.thresh	-9.6	1	2448
-6.3	-6.1	-6.2 -9.6	mid.thresh	-6.2	mid.thresh	-9.6	1	2373
-6.1	-5.9	-6 -9.6	mid.thresh	-6	mid.thresh	-9.6	1	2298
-5.9	-5.7	-5.8 -9.6	mid.thresh	-5.8	mid.thresh	-9.6	1	2223
-5.7	-5.5	-5.6 -9.6	mid.thresh	-5.6	mid.thresh	-9.6	1	2148
-5.5	-5.3	-5.4 -9.6	mid.thresh	-5.4	mid.thresh	-9.6	1	2073
-5.3	-5.1	-5.2 -9.6	mid.thresh	-5.2	mid.thresh	-9.6	1	1998
-5.1	-4.9	-5 -9.6	mid.thresh	-5	mid.thresh	-9.6	1	1923
-4.9	-4.7	-4.8 -9.6	mid.thresh	-4.8	mid.thresh	-9.6	1	1848
-4.7	-4.5	-4.6 -9.6	mid.thresh	-4.6	mid.thresh	-9.6	1	1773
-4.5	-4.3	-4.4 -9.6	mid.thresh	-4.4	mid.thresh	-9.6	1	1698
-4.3	-4.1	-4.2 -9.6	mid.thresh	-4.2	mid.thresh	-9.6	1	1623
-4.1	-3.9	-4 -9.6	mid.thresh	-4	mid.thresh	-9.6	1	1548
-3.9	-3.7	-3.8 -9.6	mid.thresh	-3.8	mid.thresh	-9.6	1	1473
-3.7	-3.5	-3.6 -9.6	mid.thresh	-3.6	mid.thresh	-9.6	1	1398
-3.5	-3.3	-3.4 -9.6	mid.thresh	-3.4	mid.thresh	-9.6	1	1323
-3.3	-3.1	-3.2 -9.6	mid.thresh	-3.2	mid.thresh	-9.6	1	1248
-3.1	-2.9	-3 -9.6	mid.thresh	-3	mid.thresh	-9.6	1	1173
-2.9	-2.7	-2.8 -9.6	mid.thresh	-2.8	mid.thresh	-9.6	1	1098
-2.7	-2.5	-2.6 -9.6	mid.thresh	-2.6	mid.thresh	-9.6	1	1023
-2.5	-2.3	-2.4 -9.6	mid.thresh	-2.4	mid.thresh	-9.6	1	948
-2.3	-2.1	-2.2 -9.6	mid.thresh	-2.2	mid.thresh	-9.6	1	873
-2.1	-1.9	-2 -9.6	mid.thresh	-2	mid.thresh	-9.6	1	798
-1.9	-1.7	-1.8 -9.6	mid.thresh	-1.8	mid.thresh	-9.6	1	648
-1.7	-1.5	-1.6 -9.6	mid.thresh	-1.6	mid.thresh	-9.6	1	573
-1.5	-1.3	-1.4 -9.6	mid.thresh	-1.4	mid.thresh	-9.6	1	498
-1.3	-1.1	-1.2 -9.6	mid.thresh	-1.2	mid.thresh	-9.6	1	423
-1.1	-0.9	-1 -9.6	mid.thresh	-1	mid.thresh	-9.6	1	348
-0.9	-0.699999999999999	-0.799999999999999 -9.6	mid.thresh	-0.799999999999999	mid.thresh	-9.6	1	273
-0.699999999999999	-0.499999999999999	-0.6 -9.6	mid.thresh	-0.6	mid.thresh	-9.6	1	198
-0.499999999999999	-0.299999999999999	-0.399999999999999 -9.6	mid.thresh	-0.399999999999999	mid.thresh	-9.6	1	123
-0.299999999999999	-0.0999999999999996	-0.199999999999999 -9.6	mid.thresh	-0.199999999999999	mid.thresh	-9.6	1	48
-0.0999999999999996	0.100000000000001	0 -9.6	mid.thresh	0	mid.thresh	-9.6	1	3799
0.100000000000001	0.300000000000001	0.200000000000001 -9.6	mid.thresh	0.200000000000001	mid.thresh	-9.6	1	3874
0.300000000000001	0.500000000000001	0.4 -9.6	mid.thresh	0.4	mid.thresh	-9.6	1	3949
0.500000000000001	0.700000000000001	0.600000000000001 -9.6	mid.thresh	0.600000000000001	mid.thresh	-9.6	1	4024
0.700000000000001	0.9	0.800000000000001 -9.6	mid.thresh	0.800000000000001	mid.thresh	-9.6	1	4099
0.9	1.1	1 -9.6	mid.thresh	1	mid.thresh	-9.6	1	4175
1.1	1.3	1.2 -9.6	mid.thresh	1.2	mid.thresh	-9.6	1	4250
1.3	1.5	1.4 -9.6	mid.thresh	1.4	mid.thresh	-9.6	1	4325
1.5	1.7	1.6 -9.6	mid.thresh	1.6	mid.thresh	-9.6	1	4400
1.7	1.9	1.8 -9.6	mid.thresh	1.8	mid.thresh	-9.6	1	4475
1.9	2.1	2 -9.6	mid.thresh	2	mid.thresh	-9.6	1	4550
2.1	2.3	2.2 -9.6	mid.thresh	2.2	mid.thresh	-9.6	1	4625
2.3	2.5	2.4 -9.6	mid.thresh	2.4	mid.thresh	-9.6	1	4700
2.5	2.7	2.6 -9.6	mid.thresh	2.6	mid.thresh	-9.6	1	4775
2.7	2.9	2.8 -9.6	mid.thresh	2.8	mid.thresh	-9.6	1	4850
2.9	3.1	3 -9.6	mid.thresh	3	mid.thresh	-9.6	1	4925
3.1	3.3	3.2 -9.6	mid.thresh	3.2	mid.thresh	-9.6	1	5000
3.3	3.5	3.4 -9.6	mid.thresh	3.4	mid.thresh	-9.6	1	5075
3.5	3.7	3.6 -9.6	mid.thresh	3.6	mid.thresh	-9.6	1	5150
3.7	3.9	3.8 -9.6	mid.thresh	3.8	mid.thresh	-9.6	1	5225
3.9	4.1	4 -9.6	mid.thresh	4	mid.thresh	-9.6	1	5300
4.1	4.3	4.2 -9.6	mid.thresh	4.2	mid.thresh	-9.6	1	5375
4.3	4.5	4.4 -9.6	mid.thresh	4.4	mid.thresh	-9.6	1	5450
4.5	4.7	4.6 -9.6	mid.thresh	4.6	mid.thresh	-9.6	1	5525
4.7	4.9	4.8 -9.6	mid.thresh	4.8	mid.thresh	-9.6	1	5600
4.9	5.1	5 -9.6	mid.thresh	5	mid.thresh	-9.6	1	5675
-10.1	-9.9	-10 -9.4	mid.thresh	-10	mid.thresh	-9.4	1	722
-9.9	-9.7	-9.8 -9.4	mid.thresh	-9.8	mid.thresh	-9.4	1	3723
-9.7	-9.5	-9.6 -9.4	mid.thresh	-9.6	mid.thresh	-9.4	1	3648
-9.5	-9.3	1	mid.thresh	-9.4	mid.thresh	-9.4	1	4126
-9.3	-9.1	-9.2 -9.4	mid.thresh	-9.2	mid.thresh	-9.4	1	3497
-9.1	-8.9	-9 -9.4	mid.thresh	-9	mid.thresh	-9.4	1	3422
-8.9	-8.7	-8.8 -9.4	mid.thresh	-8.8	mid.thresh	-9.4	1	3347
-8.7	-8.5	-8.6 -9.4	mid.thresh	-8.6	mid.thresh	-9.4	1	3272
-8.5	-8.3	-8.4 -9.4	mid.thresh	-8.4	mid.thresh	-9.4	1	3197
-8.3	-8.1	-8.2 -9.4	mid.thresh	-8.2	mid.thresh	-9.4	1	3122
-8.1	-7.9	-8 -9.4	mid.thresh	-8	mid.thresh	-9.4	1	3047
-7.9	-7.7	-7.8 -9.4	mid.thresh	-7.8	mid.thresh	-9.4	1	2972
-7.7	-7.5	-7.6 -9.4	mid.thresh	-7.6	mid.thresh	-9.4	1	2897
-7.5	-7.3	-7.4 -9.4	mid.thresh	-7.4	mid.thresh	-9.4	1	2822
-7.3	-7.1	-7.2 -9.4	mid.thresh	-7.2	mid.thresh	-9.4	1	2747
-7.1	-6.9	-7 -9.4	mid.thresh	-7	mid.thresh	-9.4	1	2672
-6.9	-6.7	-6.8 -9.4	mid.thresh	-6.8	mid.thresh	-9.4	1	2597
-6.7	-6.5	-6.6 -9.4	mid.thresh	-6.6	mid.thresh	-9.4	1	2522
-6.5	-6.3	-6.4 -9.4	mid.thresh	-6.4	mid.thresh	-9.4	1	2447
-6.3	-6.1	-6.2 -9.4	mid.thresh	-6.2	mid.thresh	-9.4	1	2372
-6.1	-5.9	-6 -9.4	mid.thresh	-6	mid.thresh	-9.4	1	2297
-5.9	-5.7	-5.8 -9.4	mid.thresh	-5.8	mid.thresh	-9.4	1	2222
-5.7	-5.5	-5.6 -9.4	mid.thresh	-5.6	mid.thresh	-9.4	1	2147
-5.5	-5.3	-5.4 -9.4	mid.thresh	-5.4	mid.thresh	-9.4	1	2072
-5.3	-5.1	-5.2 -9.4	mid.thresh	-5.2	mid.thresh	-9.4	1	1997
-5.1	-4.9	-5 -9.4	mid.thresh	-5	mid.thresh	-9.4	1	1922
-4.9	-4.7	-4.8 -9.4	mid.thresh	-4.8	mid.thresh	-9.4	1	1847
-4.7	-4.5	-4.6 -9.4	mid.thresh	-4.6	mid.thresh	-9.4	1	1772
-4.5	-4.3	-4.4 -9.4	mid.thresh	-4.4	mid.thresh	-9.4	1	1697
-4.3	-4.1	-4.2 -9.4	mid.thresh	-4.2	mid.thresh	-9.4	1	1622
-4.1	-3.9	-4 -9.4	mid.thresh	-4	mid.thresh	-9.4	1	1547
-3.9	-3.7	-3.8 -9.4	mid.thresh	-3.8	mid.thresh	-9.4	1	1472
-3.7	-3.5	-3.6 -9.4	mid.thresh	-3.6	mid.thresh	-9.4	1	1397
-3.5	-3.3	-3.4 -9.4	mid.thresh	-3.4	mid.thresh	-9.4	1	1322
-3.3	-3.1	-3.2 -9.4	mid.thresh	-3.2	mid.thresh	-9.4	1	1247
-3.1	-2.9	-3 -9.4	mid.thresh	-3	mid.thresh	-9.4	1	1172
-2.9	-2.7	-2.8 -9.4	mid.thresh	-2.8	mid.thresh	-9.4	1	1097
-2.7	-2.5	-2.6 -9.4	mid.thresh	-2.6	mid.thresh	-9.4	1	1022
-2.5	-2.3	-2.4 -9.4	mid.thresh	-2.4	mid.thresh	-9.4	1	947
-2.3	-2.1	-2.2 -9.4	mid.thresh	-2.2	mid.thresh	-9.4	1	872
-2.1	-1.9	-2 -9.4	mid.thresh	-2	mid.thresh	-9.4	1	797
-1.9	-1.7	-1.8 -9.4	mid.thresh	-1.8	mid.thresh	-9.4	1	647
-1.7	-1.5	-1.6 -9.4	mid.thresh	-1.6	mid.thresh	-9.4	1	572
-1.5	-1.3	-1.4 -9.4	mid.thresh	-1.4	mid.thresh	-9.4	1	497
-1.3	-1.1	-1.2 -9.4	mid.thresh	-1.2	mid.thresh	-9.4	1	422
-1.1	-0.9	-1 -9.4	mid.thresh	-1	mid.thresh	-9.4	1	347
-0.9	-0.699999999999999	-0.799999999999999 -9.4	mid.thresh	-0.799999999999999	mid.thresh	-9.4	1	272
-0.699999999999999	-0.499999999999999	-0.6 -9.4	mid.thresh	-0.6	mid.thresh	-9.4	1	197
-0.499999999999999	-0.299999999999999	-0.399999999999999 -9.4	mid.thresh	-0.399999999999999	mid.thresh	-9.4	1	122
-0.299999999999999	-0.0999999999999996	-0.199999999999999 -9.4	mid.thresh	-0.199999999999999	mid.thresh	-9.4	1	47
-0.0999999999999996	0.100000000000001	0 -9.4	mid.thresh	0	mid.thresh	-9.4	1	3798
0.100000000000001	0.300000000000001	0.200000000000001 -9.4	mid.thresh	0.200000000000001	mid.thresh	-9.4	1	3873
0.300000000000001	0.500000000000001	0.4 -9.4	mid.thresh	0.4	mid.thresh	-9.4	1	3948
0.500000000000001	0.700000000000001	0.600000000000001 -9.4	mid.thresh	0.600000000000001	mid.thresh	-9.4	1	4023
0.700000000000001	0.9	0.800000000000001 -9.4	mid.thresh	0.800000000000001	mid.thresh	-9.4	1	4098
0.9	1.1	1 -9.4	mid.thresh	1	mid.thresh	-9.4	1	4174
1.1	1.3	1.2 -9.4	mid.thresh	1.2	mid.thresh	-9.4	1	4249
1.3	1.5	1.4 -9.4	mid.thresh	1.4	mid.thresh	-9.4	1	4324
1.5	1.7	1.6 -9.4	mid.thresh	1.6	mid.thresh	-9.4	1	4399
1.7	1.9	1.8 -9.4	mid.thresh	1.8	mid.thresh	-9.4	1	4474
1.9	2.1	2 -9.4	mid.thresh	2	mid.thresh	-9.4	1	4549
2.1	2.3	2.2 -9.4	mid.thresh	2.2	mid.thresh	-9.4	1	4624
2.3	2.5	2.4 -9.4	mid.thresh	2.4	mid.thresh	-9.4	1	4699
2.5	2.7	2.6 -9.4	mid.thresh	2.6	mid.thresh	-9.4	1	4774
2.7	2.9	2.8 -9.4	mid.thresh	2.8	mid.thresh	-9.4	1	4849
2.9	3.1	3 -9.4	mid.thresh	3	mid.thresh	-9.4	1	4924
3.1	3.3	3.2 -9.4	mid.thresh	3.2	mid.thresh	-9.4	1	4999
3.3	3.5	3.4 -9.4	mid.thresh	3.4	mid.thresh	-9.4	1	5074
