xmin	xmax	key	clickSelects.variable	clickSelects.value	showSelected.variable	showSelected.value	PANEL	group
2.7	2.9	2.8 2	mid.thresh	2.8	mid.thresh	2	1	4862
2.9	3.1	3 2	mid.thresh	3	mid.thresh	2	1	4937
3.1	3.3	3.2 2	mid.thresh	3.2	mid.thresh	2	1	5012
3.3	3.5	3.4 2	mid.thresh	3.4	mid.thresh	2	1	5087
3.5	3.7	3.6 2	mid.thresh	3.6	mid.thresh	2	1	5162
3.7	3.9	3.8 2	mid.thresh	3.8	mid.thresh	2	1	5237
3.9	4.1	4 2	mid.thresh	4	mid.thresh	2	1	5312
4.1	4.3	4.2 2	mid.thresh	4.2	mid.thresh	2	1	5387
4.3	4.5	4.4 2	mid.thresh	4.4	mid.thresh	2	1	5462
4.5	4.7	4.6 2	mid.thresh	4.6	mid.thresh	2	1	5537
4.7	4.9	4.8 2	mid.thresh	4.8	mid.thresh	2	1	5612
4.9	5.1	5 2	mid.thresh	5	mid.thresh	2	1	5687
-10.1	-9.9	-10 2.2	mid.thresh	-10	mid.thresh	2.2	1	736
-9.9	-9.7	-9.8 2.2	mid.thresh	-9.8	mid.thresh	2.2	1	3736
-9.7	-9.5	-9.6 2.2	mid.thresh	-9.6	mid.thresh	2.2	1	3661
-9.5	-9.3	-9.4 2.2	mid.thresh	-9.4	mid.thresh	2.2	1	3586
-9.3	-9.1	-9.2 2.2	mid.thresh	-9.2	mid.thresh	2.2	1	3511
-9.1	-8.9	-9 2.2	mid.thresh	-9	mid.thresh	2.2	1	3436
-8.9	-8.7	-8.8 2.2	mid.thresh	-8.8	mid.thresh	2.2	1	3361
-8.7	-8.5	-8.6 2.2	mid.thresh	-8.6	mid.thresh	2.2	1	3286
-8.5	-8.3	-8.4 2.2	mid.thresh	-8.4	mid.thresh	2.2	1	3211
-8.3	-8.1	-8.2 2.2	mid.thresh	-8.2	mid.thresh	2.2	1	3136
-8.1	-7.9	-8 2.2	mid.thresh	-8	mid.thresh	2.2	1	3061
-7.9	-7.7	-7.8 2.2	mid.thresh	-7.8	mid.thresh	2.2	1	2986
-7.7	-7.5	-7.6 2.2	mid.thresh	-7.6	mid.thresh	2.2	1	2911
-7.5	-7.3	-7.4 2.2	mid.thresh	-7.4	mid.thresh	2.2	1	2836
-7.3	-7.1	-7.2 2.2	mid.thresh	-7.2	mid.thresh	2.2	1	2761
-7.1	-6.9	-7 2.2	mid.thresh	-7	mid.thresh	2.2	1	2686
-6.9	-6.7	-6.8 2.2	mid.thresh	-6.8	mid.thresh	2.2	1	2611
-6.7	-6.5	-6.6 2.2	mid.thresh	-6.6	mid.thresh	2.2	1	2536
-6.5	-6.3	-6.4 2.2	mid.thresh	-6.4	mid.thresh	2.2	1	2461
-6.3	-6.1	-6.2 2.2	mid.thresh	-6.2	mid.thresh	2.2	1	2386
-6.1	-5.9	-6 2.2	mid.thresh	-6	mid.thresh	2.2	1	2311
-5.9	-5.7	-5.8 2.2	mid.thresh	-5.8	mid.thresh	2.2	1	2236
-5.7	-5.5	-5.6 2.2	mid.thresh	-5.6	mid.thresh	2.2	1	2161
-5.5	-5.3	-5.4 2.2	mid.thresh	-5.4	mid.thresh	2.2	1	2086
-5.3	-5.1	-5.2 2.2	mid.thresh	-5.2	mid.thresh	2.2	1	2011
-5.1	-4.9	-5 2.2	mid.thresh	-5	mid.thresh	2.2	1	1936
-4.9	-4.7	-4.8 2.2	mid.thresh	-4.8	mid.thresh	2.2	1	1861
-4.7	-4.5	-4.6 2.2	mid.thresh	-4.6	mid.thresh	2.2	1	1786
-4.5	-4.3	-4.4 2.2	mid.thresh	-4.4	mid.thresh	2.2	1	1711
-4.3	-4.1	-4.2 2.2	mid.thresh	-4.2	mid.thresh	2.2	1	1636
-4.1	-3.9	-4 2.2	mid.thresh	-4	mid.thresh	2.2	1	1561
-3.9	-3.7	-3.8 2.2	mid.thresh	-3.8	mid.thresh	2.2	1	1486
-3.7	-3.5	-3.6 2.2	mid.thresh	-3.6	mid.thresh	2.2	1	1411
-3.5	-3.3	-3.4 2.2	mid.thresh	-3.4	mid.thresh	2.2	1	1336
-3.3	-3.1	-3.2 2.2	mid.thresh	-3.2	mid.thresh	2.2	1	1261
-3.1	-2.9	-3 2.2	mid.thresh	-3	mid.thresh	2.2	1	1186
-2.9	-2.7	-2.8 2.2	mid.thresh	-2.8	mid.thresh	2.2	1	1111
-2.7	-2.5	-2.6 2.2	mid.thresh	-2.6	mid.thresh	2.2	1	1036
-2.5	-2.3	-2.4 2.2	mid.thresh	-2.4	mid.thresh	2.2	1	961
-2.3	-2.1	-2.2 2.2	mid.thresh	-2.2	mid.thresh	2.2	1	886
-2.1	-1.9	-2 2.2	mid.thresh	-2	mid.thresh	2.2	1	811
-1.9	-1.7	-1.8 2.2	mid.thresh	-1.8	mid.thresh	2.2	1	661
-1.7	-1.5	-1.6 2.2	mid.thresh	-1.6	mid.thresh	2.2	1	586
-1.5	-1.3	-1.4 2.2	mid.thresh	-1.4	mid.thresh	2.2	1	511
-1.3	-1.1	-1.2 2.2	mid.thresh	-1.2	mid.thresh	2.2	1	436
-1.1	-0.9	-1 2.2	mid.thresh	-1	mid.thresh	2.2	1	361
-0.9	-0.699999999999999	-0.799999999999999 2.2	mid.thresh	-0.799999999999999	mid.thresh	2.2	1	286
-0.699999999999999	-0.499999999999999	-0.6 2.2	mid.thresh	-0.6	mid.thresh	2.2	1	211
-0.499999999999999	-0.299999999999999	-0.399999999999999 2.2	mid.thresh	-0.399999999999999	mid.thresh	2.2	1	136
-0.299999999999999	-0.0999999999999996	-0.199999999999999 2.2	mid.thresh	-0.199999999999999	mid.thresh	2.2	1	61
-0.0999999999999996	0.100000000000001	0 2.2	mid.thresh	0	mid.thresh	2.2	1	3811
0.100000000000001	0.300000000000001	0.200000000000001 2.2	mid.thresh	0.200000000000001	mid.thresh	2.2	1	3886
0.300000000000001	0.500000000000001	0.4 2.2	mid.thresh	0.4	mid.thresh	2.2	1	3961
0.500000000000001	0.700000000000001	0.600000000000001 2.2	mid.thresh	0.600000000000001	mid.thresh	2.2	1	4036
0.700000000000001	0.9	0.800000000000001 2.2	mid.thresh	0.800000000000001	mid.thresh	2.2	1	4111
0.9	1.1	1 2.2	mid.thresh	1	mid.thresh	2.2	1	4187
1.1	1.3	1.2 2.2	mid.thresh	1.2	mid.thresh	2.2	1	4262
1.3	1.5	1.4 2.2	mid.thresh	1.4	mid.thresh	2.2	1	4337
1.5	1.7	1.6 2.2	mid.thresh	1.6	mid.thresh	2.2	1	4412
1.7	1.9	1.8 2.2	mid.thresh	1.8	mid.thresh	2.2	1	4487
1.9	2.1	2 2.2	mid.thresh	2	mid.thresh	2.2	1	4562
2.1	2.3	1	mid.thresh	2.2	mid.thresh	2.2	1	4126
2.3	2.5	2.4 2.2	mid.thresh	2.4	mid.thresh	2.2	1	4713
2.5	2.7	2.6 2.2	mid.thresh	2.6	mid.thresh	2.2	1	4788
2.7	2.9	2.8 2.2	mid.thresh	2.8	mid.thresh	2.2	1	4863
2.9	3.1	3 2.2	mid.thresh	3	mid.thresh	2.2	1	4938
3.1	3.3	3.2 2.2	mid.thresh	3.2	mid.thresh	2.2	1	5013
3.3	3.5	3.4 2.2	mid.thresh	3.4	mid.thresh	2.2	1	5088
3.5	3.7	3.6 2.2	mid.thresh	3.6	mid.thresh	2.2	1	5163
3.7	3.9	3.8 2.2	mid.thresh	3.8	mid.thresh	2.2	1	5238
3.9	4.1	4 2.2	mid.thresh	4	mid.thresh	2.2	1	5313
4.1	4.3	4.2 2.2	mid.thresh	4.2	mid.thresh	2.2	1	5388
4.3	4.5	4.4 2.2	mid.thresh	4.4	mid.thresh	2.2	1	5463
4.5	4.7	4.6 2.2	mid.thresh	4.6	mid.thresh	2.2	1	5538
4.7	4.9	4.8 2.2	mid.thresh	4.8	mid.thresh	2.2	1	5613
4.9	5.1	5 2.2	mid.thresh	5	mid.thresh	2.2	1	5688
-10.1	-9.9	-10 2.4	mid.thresh	-10	mid.thresh	2.4	1	737
-9.9	-9.7	-9.8 2.4	mid.thresh	-9.8	mid.thresh	2.4	1	3737
-9.7	-9.5	-9.6 2.4	mid.thresh	-9.6	mid.thresh	2.4	1	3662
-9.5	-9.3	-9.4 2.4	mid.thresh	-9.4	mid.thresh	2.4	1	3587
-9.3	-9.1	-9.2 2.4	mid.thresh	-9.2	mid.thresh	2.4	1	3512
-9.1	-8.9	-9 2.4	mid.thresh	-9	mid.thresh	2.4	1	3437
-8.9	-8.7	-8.8 2.4	mid.thresh	-8.8	mid.thresh	2.4	1	3362
-8.7	-8.5	-8.6 2.4	mid.thresh	-8.6	mid.thresh	2.4	1	3287
-8.5	-8.3	-8.4 2.4	mid.thresh	-8.4	mid.thresh	2.4	1	3212
-8.3	-8.1	-8.2 2.4	mid.thresh	-8.2	mid.thresh	2.4	1	3137
-8.1	-7.9	-8 2.4	mid.thresh	-8	mid.thresh	2.4	1	3062
-7.9	-7.7	-7.8 2.4	mid.thresh	-7.8	mid.thresh	2.4	1	2987
-7.7	-7.5	-7.6 2.4	mid.thresh	-7.6	mid.thresh	2.4	1	2912
-7.5	-7.3	-7.4 2.4	mid.thresh	-7.4	mid.thresh	2.4	1	2837
-7.3	-7.1	-7.2 2.4	mid.thresh	-7.2	mid.thresh	2.4	1	2762
-7.1	-6.9	-7 2.4	mid.thresh	-7	mid.thresh	2.4	1	2687
-6.9	-6.7	-6.8 2.4	mid.thresh	-6.8	mid.thresh	2.4	1	2612
-6.7	-6.5	-6.6 2.4	mid.thresh	-6.6	mid.thresh	2.4	1	2537
-6.5	-6.3	-6.4 2.4	mid.thresh	-6.4	mid.thresh	2.4	1	2462
-6.3	-6.1	-6.2 2.4	mid.thresh	-6.2	mid.thresh	2.4	1	2387
-6.1	-5.9	-6 2.4	mid.thresh	-6	mid.thresh	2.4	1	2312
-5.9	-5.7	-5.8 2.4	mid.thresh	-5.8	mid.thresh	2.4	1	2237
-5.7	-5.5	-5.6 2.4	mid.thresh	-5.6	mid.thresh	2.4	1	2162
-5.5	-5.3	-5.4 2.4	mid.thresh	-5.4	mid.thresh	2.4	1	2087
-5.3	-5.1	-5.2 2.4	mid.thresh	-5.2	mid.thresh	2.4	1	2012
-5.1	-4.9	-5 2.4	mid.thresh	-5	mid.thresh	2.4	1	1937
-4.9	-4.7	-4.8 2.4	mid.thresh	-4.8	mid.thresh	2.4	1	1862
-4.7	-4.5	-4.6 2.4	mid.thresh	-4.6	mid.thresh	2.4	1	1787
-4.5	-4.3	-4.4 2.4	mid.thresh	-4.4	mid.thresh	2.4	1	1712
-4.3	-4.1	-4.2 2.4	mid.thresh	-4.2	mid.thresh	2.4	1	1637
-4.1	-3.9	-4 2.4	mid.thresh	-4	mid.thresh	2.4	1	1562
-3.9	-3.7	-3.8 2.4	mid.thresh	-3.8	mid.thresh	2.4	1	1487
-3.7	-3.5	-3.6 2.4	mid.thresh	-3.6	mid.thresh	2.4	1	1412
-3.5	-3.3	-3.4 2.4	mid.thresh	-3.4	mid.thresh	2.4	1	1337
-3.3	-3.1	-3.2 2.4	mid.thresh	-3.2	mid.thresh	2.4	1	1262
-3.1	-2.9	-3 2.4	mid.thresh	-3	mid.thresh	2.4	1	1187
-2.9	-2.7	-2.8 2.4	mid.thresh	-2.8	mid.thresh	2.4	1	1112
-2.7	-2.5	-2.6 2.4	mid.thresh	-2.6	mid.thresh	2.4	1	1037
-2.5	-2.3	-2.4 2.4	mid.thresh	-2.4	mid.thresh	2.4	1	962
-2.3	-2.1	-2.2 2.4	mid.thresh	-2.2	mid.thresh	2.4	1	887
-2.1	-1.9	-2 2.4	mid.thresh	-2	mid.thresh	2.4	1	812
-1.9	-1.7	-1.8 2.4	mid.thresh	-1.8	mid.thresh	2.4	1	662
-1.7	-1.5	-1.6 2.4	mid.thresh	-1.6	mid.thresh	2.4	1	587
-1.5	-1.3	-1.4 2.4	mid.thresh	-1.4	mid.thresh	2.4	1	512
-1.3	-1.1	-1.2 2.4	mid.thresh	-1.2	mid.thresh	2.4	1	437
-1.1	-0.9	-1 2.4	mid.thresh	-1	mid.thresh	2.4	1	362
-0.9	-0.699999999999999	-0.799999999999999 2.4	mid.thresh	-0.799999999999999	mid.thresh	2.4	1	287
-0.699999999999999	-0.499999999999999	-0.6 2.4	mid.thresh	-0.6	mid.thresh	2.4	1	212
-0.499999999999999	-0.299999999999999	-0.399999999999999 2.4	mid.thresh	-0.399999999999999	mid.thresh	2.4	1	137
-0.299999999999999	-0.0999999999999996	-0.199999999999999 2.4	mid.thresh	-0.199999999999999	mid.thresh	2.4	1	62
-0.0999999999999996	0.100000000000001	0 2.4	mid.thresh	0	mid.thresh	2.4	1	3812
0.100000000000001	0.300000000000001	0.200000000000001 2.4	mid.thresh	0.200000000000001	mid.thresh	2.4	1	3887
0.300000000000001	0.500000000000001	0.4 2.4	mid.thresh	0.4	mid.thresh	2.4	1	3962
0.500000000000001	0.700000000000001	0.600000000000001 2.4	mid.thresh	0.600000000000001	mid.thresh	2.4	1	4037
0.700000000000001	0.9	0.800000000000001 2.4	mid.thresh	0.800000000000001	mid.thresh	2.4	1	4112
0.9	1.1	1 2.4	mid.thresh	1	mid.thresh	2.4	1	4188
1.1	1.3	1.2 2.4	mid.thresh	1.2	mid.thresh	2.4	1	4263
1.3	1.5	1.4 2.4	mid.thresh	1.4	mid.thresh	2.4	1	4338
1.5	1.7	1.6 2.4	mid.thresh	1.6	mid.thresh	2.4	1	4413
1.7	1.9	1.8 2.4	mid.thresh	1.8	mid.thresh	2.4	1	4488
1.9	2.1	2 2.4	mid.thresh	2	mid.thresh	2.4	1	4563
2.1	2.3	2.2 2.4	mid.thresh	2.2	mid.thresh	2.4	1	4638
2.3	2.5	1	mid.thresh	2.4	mid.thresh	2.4	1	4126
2.5	2.7	2.6 2.4	mid.thresh	2.6	mid.thresh	2.4	1	4789
2.7	2.9	2.8 2.4	mid.thresh	2.8	mid.thresh	2.4	1	4864
2.9	3.1	3 2.4	mid.thresh	3	mid.thresh	2.4	1	4939
3.1	3.3	3.2 2.4	mid.thresh	3.2	mid.thresh	2.4	1	5014
3.3	3.5	3.4 2.4	mid.thresh	3.4	mid.thresh	2.4	1	5089
3.5	3.7	3.6 2.4	mid.thresh	3.6	mid.thresh	2.4	1	5164
3.7	3.9	3.8 2.4	mid.thresh	3.8	mid.thresh	2.4	1	5239
3.9	4.1	4 2.4	mid.thresh	4	mid.thresh	2.4	1	5314
4.1	4.3	4.2 2.4	mid.thresh	4.2	mid.thresh	2.4	1	5389
4.3	4.5	4.4 2.4	mid.thresh	4.4	mid.thresh	2.4	1	5464
4.5	4.7	4.6 2.4	mid.thresh	4.6	mid.thresh	2.4	1	5539
4.7	4.9	4.8 2.4	mid.thresh	4.8	mid.thresh	2.4	1	5614
4.9	5.1	5 2.4	mid.thresh	5	mid.thresh	2.4	1	5689
-10.1	-9.9	-10 2.6	mid.thresh	-10	mid.thresh	2.6	1	738
-9.9	-9.7	-9.8 2.6	mid.thresh	-9.8	mid.thresh	2.6	1	3738
-9.7	-9.5	-9.6 2.6	mid.thresh	-9.6	mid.thresh	2.6	1	3663
-9.5	-9.3	-9.4 2.6	mid.thresh	-9.4	mid.thresh	2.6	1	3588
-9.3	-9.1	-9.2 2.6	mid.thresh	-9.2	mid.thresh	2.6	1	3513
-9.1	-8.9	-9 2.6	mid.thresh	-9	mid.thresh	2.6	1	3438
-8.9	-8.7	-8.8 2.6	mid.thresh	-8.8	mid.thresh	2.6	1	3363
-8.7	-8.5	-8.6 2.6	mid.thresh	-8.6	mid.thresh	2.6	1	3288
-8.5	-8.3	-8.4 2.6	mid.thresh	-8.4	mid.thresh	2.6	1	3213
-8.3	-8.1	-8.2 2.6	mid.thresh	-8.2	mid.thresh	2.6	1	3138
-8.1	-7.9	-8 2.6	mid.thresh	-8	mid.thresh	2.6	1	3063
-7.9	-7.7	-7.8 2.6	mid.thresh	-7.8	mid.thresh	2.6	1	2988
-7.7	-7.5	-7.6 2.6	mid.thresh	-7.6	mid.thresh	2.6	1	2913
-7.5	-7.3	-7.4 2.6	mid.thresh	-7.4	mid.thresh	2.6	1	2838
-7.3	-7.1	-7.2 2.6	mid.thresh	-7.2	mid.thresh	2.6	1	2763
-7.1	-6.9	-7 2.6	mid.thresh	-7	mid.thresh	2.6	1	2688
-6.9	-6.7	-6.8 2.6	mid.thresh	-6.8	mid.thresh	2.6	1	2613
-6.7	-6.5	-6.6 2.6	mid.thresh	-6.6	mid.thresh	2.6	1	2538
-6.5	-6.3	-6.4 2.6	mid.thresh	-6.4	mid.thresh	2.6	1	2463
-6.3	-6.1	-6.2 2.6	mid.thresh	-6.2	mid.thresh	2.6	1	2388
-6.1	-5.9	-6 2.6	mid.thresh	-6	mid.thresh	2.6	1	2313
-5.9	-5.7	-5.8 2.6	mid.thresh	-5.8	mid.thresh	2.6	1	2238
-5.7	-5.5	-5.6 2.6	mid.thresh	-5.6	mid.thresh	2.6	1	2163
-5.5	-5.3	-5.4 2.6	mid.thresh	-5.4	mid.thresh	2.6	1	2088
-5.3	-5.1	-5.2 2.6	mid.thresh	-5.2	mid.thresh	2.6	1	2013
-5.1	-4.9	-5 2.6	mid.thresh	-5	mid.thresh	2.6	1	1938
-4.9	-4.7	-4.8 2.6	mid.thresh	-4.8	mid.thresh	2.6	1	1863
-4.7	-4.5	-4.6 2.6	mid.thresh	-4.6	mid.thresh	2.6	1	1788
-4.5	-4.3	-4.4 2.6	mid.thresh	-4.4	mid.thresh	2.6	1	1713
-4.3	-4.1	-4.2 2.6	mid.thresh	-4.2	mid.thresh	2.6	1	1638
-4.1	-3.9	-4 2.6	mid.thresh	-4	mid.thresh	2.6	1	1563
-3.9	-3.7	-3.8 2.6	mid.thresh	-3.8	mid.thresh	2.6	1	1488
-3.7	-3.5	-3.6 2.6	mid.thresh	-3.6	mid.thresh	2.6	1	1413
-3.5	-3.3	-3.4 2.6	mid.thresh	-3.4	mid.thresh	2.6	1	1338
-3.3	-3.1	-3.2 2.6	mid.thresh	-3.2	mid.thresh	2.6	1	1263
-3.1	-2.9	-3 2.6	mid.thresh	-3	mid.thresh	2.6	1	1188
-2.9	-2.7	-2.8 2.6	mid.thresh	-2.8	mid.thresh	2.6	1	1113
-2.7	-2.5	-2.6 2.6	mid.thresh	-2.6	mid.thresh	2.6	1	1038
-2.5	-2.3	-2.4 2.6	mid.thresh	-2.4	mid.thresh	2.6	1	963
-2.3	-2.1	-2.2 2.6	mid.thresh	-2.2	mid.thresh	2.6	1	888
-2.1	-1.9	-2 2.6	mid.thresh	-2	mid.thresh	2.6	1	813
-1.9	-1.7	-1.8 2.6	mid.thresh	-1.8	mid.thresh	2.6	1	663
-1.7	-1.5	-1.6 2.6	mid.thresh	-1.6	mid.thresh	2.6	1	588
-1.5	-1.3	-1.4 2.6	mid.thresh	-1.4	mid.thresh	2.6	1	513
-1.3	-1.1	-1.2 2.6	mid.thresh	-1.2	mid.thresh	2.6	1	438
-1.1	-0.9	-1 2.6	mid.thresh	-1	mid.thresh	2.6	1	363
-0.9	-0.699999999999999	-0.799999999999999 2.6	mid.thresh	-0.799999999999999	mid.thresh	2.6	1	288
-0.699999999999999	-0.499999999999999	-0.6 2.6	mid.thresh	-0.6	mid.thresh	2.6	1	213
-0.499999999999999	-0.299999999999999	-0.399999999999999 2.6	mid.thresh	-0.399999999999999	mid.thresh	2.6	1	138
-0.299999999999999	-0.0999999999999996	-0.199999999999999 2.6	mid.thresh	-0.199999999999999	mid.thresh	2.6	1	63
-0.0999999999999996	0.100000000000001	0 2.6	mid.thresh	0	mid.thresh	2.6	1	3813
0.100000000000001	0.300000000000001	0.200000000000001 2.6	mid.thresh	0.200000000000001	mid.thresh	2.6	1	3888
0.300000000000001	0.500000000000001	0.4 2.6	mid.thresh	0.4	mid.thresh	2.6	1	3963
0.500000000000001	0.700000000000001	0.600000000000001 2.6	mid.thresh	0.600000000000001	mid.thresh	2.6	1	4038
0.700000000000001	0.9	0.800000000000001 2.6	mid.thresh	0.800000000000001	mid.thresh	2.6	1	4113
0.9	1.1	1 2.6	mid.thresh	1	mid.thresh	2.6	1	4189
1.1	1.3	1.2 2.6	mid.thresh	1.2	mid.thresh	2.6	1	4264
1.3	1.5	1.4 2.6	mid.thresh	1.4	mid.thresh	2.6	1	4339
1.5	1.7	1.6 2.6	mid.thresh	1.6	mid.thresh	2.6	1	4414
1.7	1.9	1.8 2.6	mid.thresh	1.8	mid.thresh	2.6	1	4489
1.9	2.1	2 2.6	mid.thresh	2	mid.thresh	2.6	1	4564
2.1	2.3	2.2 2.6	mid.thresh	2.2	mid.thresh	2.6	1	4639
2.3	2.5	2.4 2.6	mid.thresh	2.4	mid.thresh	2.6	1	4714
2.5	2.7	1	mid.thresh	2.6	mid.thresh	2.6	1	4126
2.7	2.9	2.8 2.6	mid.thresh	2.8	mid.thresh	2.6	1	4865
2.9	3.1	3 2.6	mid.thresh	3	mid.thresh	2.6	1	4940
3.1	3.3	3.2 2.6	mid.thresh	3.2	mid.thresh	2.6	1	5015
3.3	3.5	3.4 2.6	mid.thresh	3.4	mid.thresh	2.6	1	5090
3.5	3.7	3.6 2.6	mid.thresh	3.6	mid.thresh	2.6	1	5165
3.7	3.9	3.8 2.6	mid.thresh	3.8	mid.thresh	2.6	1	5240
3.9	4.1	4 2.6	mid.thresh	4	mid.thresh	2.6	1	5315
4.1	4.3	4.2 2.6	mid.thresh	4.2	mid.thresh	2.6	1	5390
4.3	4.5	4.4 2.6	mid.thresh	4.4	mid.thresh	2.6	1	5465
4.5	4.7	4.6 2.6	mid.thresh	4.6	mid.thresh	2.6	1	5540
4.7	4.9	4.8 2.6	mid.thresh	4.8	mid.thresh	2.6	1	5615
4.9	5.1	5 2.6	mid.thresh	5	mid.thresh	2.6	1	5690
-10.1	-9.9	-10 2.8	mid.thresh	-10	mid.thresh	2.8	1	739
-9.9	-9.7	-9.8 2.8	mid.thresh	-9.8	mid.thresh	2.8	1	3739
-9.7	-9.5	-9.6 2.8	mid.thresh	-9.6	mid.thresh	2.8	1	3664
-9.5	-9.3	-9.4 2.8	mid.thresh	-9.4	mid.thresh	2.8	1	3589
-9.3	-9.1	-9.2 2.8	mid.thresh	-9.2	mid.thresh	2.8	1	3514
-9.1	-8.9	-9 2.8	mid.thresh	-9	mid.thresh	2.8	1	3439
-8.9	-8.7	-8.8 2.8	mid.thresh	-8.8	mid.thresh	2.8	1	3364
-8.7	-8.5	-8.6 2.8	mid.thresh	-8.6	mid.thresh	2.8	1	3289
-8.5	-8.3	-8.4 2.8	mid.thresh	-8.4	mid.thresh	2.8	1	3214
-8.3	-8.1	-8.2 2.8	mid.thresh	-8.2	mid.thresh	2.8	1	3139
-8.1	-7.9	-8 2.8	mid.thresh	-8	mid.thresh	2.8	1	3064
-7.9	-7.7	-7.8 2.8	mid.thresh	-7.8	mid.thresh	2.8	1	2989
-7.7	-7.5	-7.6 2.8	mid.thresh	-7.6	mid.thresh	2.8	1	2914
-7.5	-7.3	-7.4 2.8	mid.thresh	-7.4	mid.thresh	2.8	1	2839
-7.3	-7.1	-7.2 2.8	mid.thresh	-7.2	mid.thresh	2.8	1	2764
-7.1	-6.9	-7 2.8	mid.thresh	-7	mid.thresh	2.8	1	2689
-6.9	-6.7	-6.8 2.8	mid.thresh	-6.8	mid.thresh	2.8	1	2614
-6.7	-6.5	-6.6 2.8	mid.thresh	-6.6	mid.thresh	2.8	1	2539
-6.5	-6.3	-6.4 2.8	mid.thresh	-6.4	mid.thresh	2.8	1	2464
-6.3	-6.1	-6.2 2.8	mid.thresh	-6.2	mid.thresh	2.8	1	2389
-6.1	-5.9	-6 2.8	mid.thresh	-6	mid.thresh	2.8	1	2314
-5.9	-5.7	-5.8 2.8	mid.thresh	-5.8	mid.thresh	2.8	1	2239
-5.7	-5.5	-5.6 2.8	mid.thresh	-5.6	mid.thresh	2.8	1	2164
-5.5	-5.3	-5.4 2.8	mid.thresh	-5.4	mid.thresh	2.8	1	2089
-5.3	-5.1	-5.2 2.8	mid.thresh	-5.2	mid.thresh	2.8	1	2014
-5.1	-4.9	-5 2.8	mid.thresh	-5	mid.thresh	2.8	1	1939
-4.9	-4.7	-4.8 2.8	mid.thresh	-4.8	mid.thresh	2.8	1	1864
-4.7	-4.5	-4.6 2.8	mid.thresh	-4.6	mid.thresh	2.8	1	1789
-4.5	-4.3	-4.4 2.8	mid.thresh	-4.4	mid.thresh	2.8	1	1714
-4.3	-4.1	-4.2 2.8	mid.thresh	-4.2	mid.thresh	2.8	1	1639
-4.1	-3.9	-4 2.8	mid.thresh	-4	mid.thresh	2.8	1	1564
-3.9	-3.7	-3.8 2.8	mid.thresh	-3.8	mid.thresh	2.8	1	1489
-3.7	-3.5	-3.6 2.8	mid.thresh	-3.6	mid.thresh	2.8	1	1414
-3.5	-3.3	-3.4 2.8	mid.thresh	-3.4	mid.thresh	2.8	1	1339
-3.3	-3.1	-3.2 2.8	mid.thresh	-3.2	mid.thresh	2.8	1	1264
-3.1	-2.9	-3 2.8	mid.thresh	-3	mid.thresh	2.8	1	1189
-2.9	-2.7	-2.8 2.8	mid.thresh	-2.8	mid.thresh	2.8	1	1114
-2.7	-2.5	-2.6 2.8	mid.thresh	-2.6	mid.thresh	2.8	1	1039
-2.5	-2.3	-2.4 2.8	mid.thresh	-2.4	mid.thresh	2.8	1	964
-2.3	-2.1	-2.2 2.8	mid.thresh	-2.2	mid.thresh	2.8	1	889
-2.1	-1.9	-2 2.8	mid.thresh	-2	mid.thresh	2.8	1	814
-1.9	-1.7	-1.8 2.8	mid.thresh	-1.8	mid.thresh	2.8	1	664
-1.7	-1.5	-1.6 2.8	mid.thresh	-1.6	mid.thresh	2.8	1	589
-1.5	-1.3	-1.4 2.8	mid.thresh	-1.4	mid.thresh	2.8	1	514
-1.3	-1.1	-1.2 2.8	mid.thresh	-1.2	mid.thresh	2.8	1	439
-1.1	-0.9	-1 2.8	mid.thresh	-1	mid.thresh	2.8	1	364
-0.9	-0.699999999999999	-0.799999999999999 2.8	mid.thresh	-0.799999999999999	mid.thresh	2.8	1	289
-0.699999999999999	-0.499999999999999	-0.6 2.8	mid.thresh	-0.6	mid.thresh	2.8	1	214
-0.499999999999999	-0.299999999999999	-0.399999999999999 2.8	mid.thresh	-0.399999999999999	mid.thresh	2.8	1	139
-0.299999999999999	-0.0999999999999996	-0.199999999999999 2.8	mid.thresh	-0.199999999999999	mid.thresh	2.8	1	64
-0.0999999999999996	0.100000000000001	0 2.8	mid.thresh	0	mid.thresh	2.8	1	3814
0.100000000000001	0.300000000000001	0.200000000000001 2.8	mid.thresh	0.200000000000001	mid.thresh	2.8	1	3889
0.300000000000001	0.500000000000001	0.4 2.8	mid.thresh	0.4	mid.thresh	2.8	1	3964
0.500000000000001	0.700000000000001	0.600000000000001 2.8	mid.thresh	0.600000000000001	mid.thresh	2.8	1	4039
0.700000000000001	0.9	0.800000000000001 2.8	mid.thresh	0.800000000000001	mid.thresh	2.8	1	4114
0.9	1.1	1 2.8	mid.thresh	1	mid.thresh	2.8	1	4190
1.1	1.3	1.2 2.8	mid.thresh	1.2	mid.thresh	2.8	1	4265
1.3	1.5	1.4 2.8	mid.thresh	1.4	mid.thresh	2.8	1	4340
1.5	1.7	1.6 2.8	mid.thresh	1.6	mid.thresh	2.8	1	4415
1.7	1.9	1.8 2.8	mid.thresh	1.8	mid.thresh	2.8	1	4490
1.9	2.1	2 2.8	mid.thresh	2	mid.thresh	2.8	1	4565
2.1	2.3	2.2 2.8	mid.thresh	2.2	mid.thresh	2.8	1	4640
2.3	2.5	2.4 2.8	mid.thresh	2.4	mid.thresh	2.8	1	4715
