x	y	key	showSelected1	PANEL	group
-1.16617108095548	40	1	ATAC_JV_adipose/1	1	1
-1.16192945309084	40	1	ATAC_JV_adipose/1	1	1
-1.16012432078697	40	1	ATAC_JV_adipose/1	1	1
-1.15458587843582	40	1	ATAC_JV_adipose/1	1	1
-1.13489833605776	40	1	ATAC_JV_adipose/1	1	1
-1.11711729371728	40	1	ATAC_JV_adipose/1	1	1
-1.1096273936772	40	1	ATAC_JV_adipose/1	1	1
-1.10082180456445	40	1	ATAC_JV_adipose/1	1	1
-1.0952110177248	40	1	ATAC_JV_adipose/1	1	1
-1.09057627307391	40	1	ATAC_JV_adipose/1	1	1
-1.08343149612821	41	1	ATAC_JV_adipose/1	1	1
-1.07778105716757	41	1	ATAC_JV_adipose/1	1	1
-1.0766610037512	41	1	ATAC_JV_adipose/1	1	1
-1.0759786358762	41	1	ATAC_JV_adipose/1	1	1
-1.07519092454523	42	1	ATAC_JV_adipose/1	1	1
-1.05984197370189	42	1	ATAC_JV_adipose/1	1	1
-1.04382311693644	42	1	ATAC_JV_adipose/1	1	1
-1.03818510907036	42	1	ATAC_JV_adipose/1	1	1
-1.0317151236021	42	1	ATAC_JV_adipose/1	1	1
-1.02814919580739	42	1	ATAC_JV_adipose/1	1	1
-1.02335107592748	42	1	ATAC_JV_adipose/1	1	1
-1.01880213677942	42	1	ATAC_JV_adipose/1	1	1
-1.01297988241818	42	1	ATAC_JV_adipose/1	1	1
-1.00631476496609	42	1	ATAC_JV_adipose/1	1	1
-0.994089307423405	42	1	ATAC_JV_adipose/1	1	1
-0.978237833886908	42	1	ATAC_JV_adipose/1	1	1
-0.972012188260125	42	1	ATAC_JV_adipose/1	1	1
-0.970761746235466	42	1	ATAC_JV_adipose/1	1	1
-0.966876876609851	42	1	ATAC_JV_adipose/1	1	1
-0.962511625119804	42	1	ATAC_JV_adipose/1	1	1
-0.958305574801816	43	1	ATAC_JV_adipose/1	1	1
-0.953967392632315	43	1	ATAC_JV_adipose/1	1	1
-0.943568391365009	43	1	ATAC_JV_adipose/1	1	1
-0.929101899470775	44	1	ATAC_JV_adipose/1	1	1
-0.922558977599814	44	1	ATAC_JV_adipose/1	1	1
-0.915577661100537	44	1	ATAC_JV_adipose/1	1	1
-0.908107201523322	44	1	ATAC_JV_adipose/1	1	1
-0.900728834136762	44	1	ATAC_JV_adipose/1	1	1
-0.893436432992754	44	1	ATAC_JV_adipose/1	1	1
-0.889644271489285	44	1	ATAC_JV_adipose/1	1	1
-0.883600499157066	44	1	ATAC_JV_adipose/1	1	1
-0.878142808027106	44	1	ATAC_JV_adipose/1	1	1
-0.875967752931514	44	1	ATAC_JV_adipose/1	1	1
-0.874705205251615	45	1	ATAC_JV_adipose/1	1	1
-0.872155760941702	46	1	ATAC_JV_adipose/1	1	1
-0.870029987859376	46	1	ATAC_JV_adipose/1	1	1
-0.86848071823013	46	1	ATAC_JV_adipose/1	1	1
