colour	x	y	key	showSelectedlegendcolour	clickSelects	fill
#00BFC4	0.998861047835991	1	initial -10	initial	-10	#00BFC4
#F8766D	0.998861047835991	1	improved -10	improved	-10	#F8766D
#00BFC4	0.998861047835991	1	initial -9.8	initial	-9.8	#00BFC4
#F8766D	0.998861047835991	1	improved -9.8	improved	-9.8	#F8766D
#00BFC4	0.998861047835991	1	initial -9.6	initial	-9.6	#00BFC4
#F8766D	0.998861047835991	1	improved -9.6	improved	-9.6	#F8766D
#00BFC4	0.998861047835991	1	initial -9.4	initial	-9.4	#00BFC4
#F8766D	0.998861047835991	1	improved -9.4	improved	-9.4	#F8766D
#00BFC4	0.998861047835991	1	initial -9.2	initial	-9.2	#00BFC4
#F8766D	0.998861047835991	1	improved -9.2	improved	-9.2	#F8766D
#00BFC4	0.998861047835991	1	initial -9	initial	-9	#00BFC4
#F8766D	0.998861047835991	1	improved -9	improved	-9	#F8766D
#00BFC4	0.998861047835991	1	initial -8.8	initial	-8.8	#00BFC4
#F8766D	0.998861047835991	1	improved -8.8	improved	-8.8	#F8766D
#00BFC4	0.998861047835991	1	initial -8.6	initial	-8.6	#00BFC4
#F8766D	0.998861047835991	1	improved -8.6	improved	-8.6	#F8766D
#00BFC4	0.997722095671982	1	initial -8.4	initial	-8.4	#00BFC4
#F8766D	0.998861047835991	1	improved -8.4	improved	-8.4	#F8766D
#00BFC4	0.997722095671982	1	initial -8.2	initial	-8.2	#00BFC4
#F8766D	0.998861047835991	1	improved -8.2	improved	-8.2	#F8766D
#00BFC4	0.996583143507973	1	initial -8	initial	-8	#00BFC4
#F8766D	0.997722095671982	1	improved -8	improved	-8	#F8766D
#00BFC4	0.996583143507973	1	initial -7.8	initial	-7.8	#00BFC4
#F8766D	0.997722095671982	1	improved -7.8	improved	-7.8	#F8766D
#00BFC4	0.994305239179954	1	initial -7.6	initial	-7.6	#00BFC4
#F8766D	0.994305239179954	1	improved -7.6	improved	-7.6	#F8766D
#00BFC4	0.993166287015945	1	initial -7.4	initial	-7.4	#00BFC4
#F8766D	0.993166287015945	1	improved -7.4	improved	-7.4	#F8766D
#00BFC4	0.992027334851936	1	initial -7.2	initial	-7.2	#00BFC4
#F8766D	0.992027334851936	1	improved -7.2	improved	-7.2	#F8766D
#00BFC4	0.9874715261959	1	initial -7	initial	-7	#00BFC4
#F8766D	0.9874715261959	1	improved -7	improved	-7	#F8766D
#00BFC4	0.9874715261959	1	initial -6.8	initial	-6.8	#00BFC4
#F8766D	0.984054669703873	1	improved -6.8	improved	-6.8	#F8766D
#00BFC4	0.984054669703873	1	initial -6.6	initial	-6.6	#00BFC4
#F8766D	0.982915717539863	1	improved -6.6	improved	-6.6	#F8766D
#00BFC4	0.982915717539863	1	initial -6.4	initial	-6.4	#00BFC4
#F8766D	0.979498861047836	1	improved -6.4	improved	-6.4	#F8766D
#00BFC4	0.981776765375854	1	initial -6.2	initial	-6.2	#00BFC4
#F8766D	0.978359908883827	1	improved -6.2	improved	-6.2	#F8766D
#00BFC4	0.981776765375854	1	initial -6	initial	-6	#00BFC4
#F8766D	0.977220956719818	1	improved -6	improved	-6	#F8766D
#00BFC4	0.978359908883827	1	initial -5.8	initial	-5.8	#00BFC4
#F8766D	0.977220956719818	1	improved -5.8	improved	-5.8	#F8766D
#00BFC4	0.976082004555809	1	initial -5.6	initial	-5.6	#00BFC4
#F8766D	0.977220956719818	1	improved -5.6	improved	-5.6	#F8766D
#00BFC4	0.972665148063781	1	initial -5.4	initial	-5.4	#00BFC4
#F8766D	0.976082004555809	1	improved -5.4	improved	-5.4	#F8766D
#00BFC4	0.970387243735763	0.998084291187739	initial -5.2	initial	-5.2	#00BFC4
#F8766D	0.976082004555809	1	improved -5.2	improved	-5.2	#F8766D
#00BFC4	0.955580865603645	0.998084291187739	initial -5	initial	-5	#00BFC4
#F8766D	0.969248291571754	1	improved -5	improved	-5	#F8766D
#00BFC4	0.951025056947608	0.998084291187739	initial -4.8	initial	-4.8	#00BFC4
#F8766D	0.962414578587699	1	improved -4.8	improved	-4.8	#F8766D
#00BFC4	0.943052391799544	0.998084291187739	initial -4.6	initial	-4.6	#00BFC4
#F8766D	0.960136674259681	1	improved -4.6	improved	-4.6	#F8766D
#00BFC4	0.939635535307517	0.998084291187739	initial -4.4	initial	-4.4	#00BFC4
#F8766D	0.951025056947608	1	improved -4.4	improved	-4.4	#F8766D
